title,start_time,end_time,description,exercise_title,superset_id,exercise_notes,set_index,set_type,weight_kg,reps,distance_km,duration_seconds,rpe
Espalda,"5 feb 2025, 09:30","5 feb 2025, 10:36",,Jalón al Pecho (Máquina),,,0,normal,110.0,,,,
Espalda,"5 feb 2025, 09:30","5 feb 2025, 10:36",,Jalón al Pecho (Máquina),,,1,normal,,12.0,,,
Espalda,"5 feb 2025, 09:30","5 feb 2025, 10:36",,,,,2,normal,110.0,10.0,,,
,"5 feb 2025, 09:30","5 feb 2025, 10:36",,Jalón al Pecho (Máquina),,,3,normal,100.0,10.0,,,
Espalda,"5 feb 2025, 09:30","5 feb 2025, 10:36",,Remo Inclinado (Barra),,,0,normal,80.0,,,,
Espalda,,"5 feb 2025, 10:36",,Remo Inclinado (Barra),,,1,normal,80.0,7.0,,,
Espalda,"5 feb 2025, 09:30","5 feb 2025, 10:36",,Remo Inclinado (Barra),,,2,normal,80.0,,,,
,"5 feb 2025, 09:30","5 feb 2025, 10:36",,Remo Inclinado (Barra),,,3,normal,80.0,7.0,,,
,"5 feb 2025, 09:30","5 feb 2025, 10:36",,Remo con Mancuerna,,,0,normal,36.0,9.0,,,
Espalda,"5 feb 2025, 09:30","5 feb 2025, 10:36",,Remo con Mancuerna,,,1,normal,36.0,,,,
Espalda,"5 feb 2025, 09:30","5 feb 2025, 10:36",,Remo con Mancuerna,,,2,normal,36.0,,,,
Espalda,"5 feb 2025, 09:30","5 feb 2025, 10:36",,Remo Sentado con Cable,,,0,normal,45.0,,,,
Espalda,"5 feb 2025, 09:30","5 feb 2025, 10:36",,,,,1,normal,45.0,10.0,,,
Espalda,,"5 feb 2025, 10:36",,Remo Sentado con Cable,,,2,normal,45.0,10.0,,,
Espalda,"5 feb 2025, 09:30","5 feb 2025, 10:36",,,,,3,normal,45.0,10.0,,,
Espalda,"5 feb 2025, 09:30","5 feb 2025, 10:36",,Straight Arm Lat Pulldown (Cable),,,0,normal,25.0,,,,
Espalda,"5 feb 2025, 09:30","5 feb 2025, 10:36",,Straight Arm Lat Pulldown (Cable),,,1,normal,25.0,,,,
Espalda,"5 feb 2025, 09:30","5 feb 2025, 10:36",,,,,2,normal,25.0,8.0,,,
,"5 feb 2025, 09:30","5 feb 2025, 10:36",,Straight Arm Lat Pulldown (Cable),,,3,normal,25.0,8.0,,,
Pectoral,"4 feb 2025, 10:39","4 feb 2025, 12:03",,,,,0,normal,50.0,12.0,,,
Pectoral,"4 feb 2025, 10:39","4 feb 2025, 12:03",,Aperturas (Máquina),,,1,normal,50.0,,,,
,"4 feb 2025, 10:39","4 feb 2025, 12:03",,Aperturas (Máquina),,,2,normal,50.0,12.0,,,
Pectoral,"4 feb 2025, 10:39","4 feb 2025, 12:03",,Aperturas (Máquina),,,3,normal,50.0,,,,
Pectoral,,"4 feb 2025, 12:03",,Press de Banca Inclinado (Mancuerna),,,0,normal,26.0,9.0,,,
Pectoral,"4 feb 2025, 10:39","4 feb 2025, 12:03",,Press de Banca Inclinado (Mancuerna),,,1,normal,26.0,,,,
Pectoral,,"4 feb 2025, 12:03",,Press de Banca Inclinado (Mancuerna),,,2,normal,26.0,6.0,,,
Pectoral,"4 feb 2025, 10:39","4 feb 2025, 12:03",,Press de Banca Inclinado (Mancuerna),,,3,normal,,6.0,,,
,"4 feb 2025, 10:39","4 feb 2025, 12:03",,Press de Pecho Inclinado (Máquina),,,0,normal,50.0,9.0,,,
Pectoral,"4 feb 2025, 10:39","4 feb 2025, 12:03",,Press de Pecho Inclinado (Máquina),,,1,normal,50.0,,,,
Pectoral,"4 feb 2025, 10:39","4 feb 2025, 12:03",,Press de Pecho Inclinado (Máquina),,,2,normal,,9.0,,,
,"4 feb 2025, 10:39","4 feb 2025, 12:03",,Press de Pecho Inclinado (Máquina),,,3,normal,50.0,7.0,,,
Pectoral,,"4 feb 2025, 12:03",,Press de Banca (Máquina Smith),,,0,normal,50.0,10.0,,,
Pectoral,,"4 feb 2025, 12:03",,Press de Banca (Máquina Smith),,,1,normal,50.0,10.0,,,
Pectoral,"4 feb 2025, 10:39","4 feb 2025, 12:03",,,,,2,normal,50.0,10.0,,,
Pectoral,"4 feb 2025, 10:39","4 feb 2025, 12:03",,Cables Cruzados,,,0,normal,30.0,,,,
Pectoral,"4 feb 2025, 10:39","4 feb 2025, 12:03",,,,,1,normal,20.0,9.0,,,
,"4 feb 2025, 10:39","4 feb 2025, 12:03",,Cables Cruzados,,,2,normal,30.0,9.0,,,
,"4 feb 2025, 10:39","4 feb 2025, 12:03",,Cables Cruzados,,,3,normal,20.0,8.0,,,
,"4 feb 2025, 10:39","4 feb 2025, 12:03",,Cables Cruzados,,,4,normal,30.0,9.0,,,
Pectoral,,"4 feb 2025, 12:03",,Cables Cruzados,,,5,normal,20.0,9.0,,,
Brazos,"1 feb 2025, 11:26","1 feb 2025, 12:41",,Triceps Rope Pushdown,,,0,normal,,12.0,,,
Brazos,,"1 feb 2025, 12:41",,Triceps Rope Pushdown,,,1,normal,27.0,12.0,,,
Brazos,"1 feb 2025, 11:26","1 feb 2025, 12:41",,,,,2,normal,27.0,10.0,,,
Brazos,,"1 feb 2025, 12:41",,Fondo de Tríceps (Con Peso Añadido),,,0,normal,20.0,8.0,,,
Brazos,"1 feb 2025, 11:26","1 feb 2025, 12:41",,Fondo de Tríceps (Con Peso Añadido),,,1,normal,,8.0,,,
Brazos,"1 feb 2025, 11:26","1 feb 2025, 12:41",,Fondo de Tríceps (Con Peso Añadido),,,2,normal,,8.0,,,
Brazos,"1 feb 2025, 11:26","1 feb 2025, 12:41",,Extensión de Tríceps (Mancuerna),,,0,normal,10.0,,,,
Brazos,"1 feb 2025, 11:26","1 feb 2025, 12:41",,,,,1,normal,10.0,13.0,,,
Brazos,"1 feb 2025, 11:26","1 feb 2025, 12:41",,Extensión de Tríceps (Mancuerna),,,2,normal,,13.0,,,
Brazos,,"1 feb 2025, 12:41",,Curl Martillo (Mancuerna),,,0,normal,20.0,10.0,,,
Brazos,"1 feb 2025, 11:26","1 feb 2025, 12:41",,,,,1,normal,20.0,9.0,,,
Brazos,"1 feb 2025, 11:26","1 feb 2025, 12:41",,,,,2,normal,20.0,9.0,,,
Brazos,"1 feb 2025, 11:26","1 feb 2025, 12:41",,Curl Bayesian,,,0,normal,12.0,,,,
Brazos,"1 feb 2025, 11:26","1 feb 2025, 12:41",,Curl Bayesian,,,1,normal,,12.0,,,
Brazos,"1 feb 2025, 11:26","1 feb 2025, 12:41",,Curl Bayesian,,,2,normal,12.0,,,,
Brazos,,"1 feb 2025, 12:41",,Preacher Curl (Dumbbell),,,0,normal,12.0,11.0,,,
Brazos,"1 feb 2025, 11:26","1 feb 2025, 12:41",,Preacher Curl (Dumbbell),,,1,normal,,10.0,,,
,"1 feb 2025, 11:26","1 feb 2025, 12:41",,Curl Invertido (Barra),,,0,normal,18.0,13.0,,,
Brazos,"1 feb 2025, 11:26","1 feb 2025, 12:41",,,,,1,normal,18.0,13.0,,,
Brazos,,"1 feb 2025, 12:41",,Curl Invertido (Barra),,,2,normal,18.0,13.0,,,
Hombro,"31 ene 2025, 11:38","31 ene 2025, 12:43",,,,,0,normal,14.0,10.0,,,
Hombro,"31 ene 2025, 11:38","31 ene 2025, 12:43",,Elevacion Laterales (Mancuerna),,,1,normal,14.0,,,,
Hombro,"31 ene 2025, 11:38","31 ene 2025, 12:43",,,,,2,normal,14.0,10.0,,,
Hombro,"31 ene 2025, 11:38","31 ene 2025, 12:43",,,,,3,normal,14.0,10.0,,,
Hombro,"31 ene 2025, 11:38","31 ene 2025, 12:43",,Elevacion Laterales (Cable),,,0,normal,,12.0,,,
,"31 ene 2025, 11:38","31 ene 2025, 12:43",,Elevacion Laterales (Cable),,,1,normal,25.0,12.0,,,
Hombro,"31 ene 2025, 11:38","31 ene 2025, 12:43",,Elevacion Laterales (Cable),,,2,normal,,9.0,,,
Hombro,"31 ene 2025, 11:38","31 ene 2025, 12:43",,Elevacion Laterales (Cable),,,3,normal,25.0,,,,
Hombro,,"31 ene 2025, 12:43",,Tirón a la Cara,,,0,normal,45.0,15.0,,,
Hombro,"31 ene 2025, 11:38","31 ene 2025, 12:43",,Tirón a la Cara,,,1,normal,45.0,,,,
Hombro,"31 ene 2025, 11:38","31 ene 2025, 12:43",,,,,2,normal,45.0,15.0,,,
Hombro,,"31 ene 2025, 12:43",,Tirón a la Cara,,,3,normal,45.0,13.0,,,
Hombro,"31 ene 2025, 11:38","31 ene 2025, 12:43",,Vuelos Posteriores (Máquina),,,0,normal,45.0,,,,
,"31 ene 2025, 11:38","31 ene 2025, 12:43",,Vuelos Posteriores (Máquina),,,1,normal,45.0,10.0,,,
Hombro,"31 ene 2025, 11:38","31 ene 2025, 12:43",,Vuelos Posteriores (Máquina),,,2,normal,45.0,,,,
Hombro,,"31 ene 2025, 12:43",,Vuelos Posteriores (Máquina),,,3,normal,45.0,10.0,,,
Hombro,"31 ene 2025, 11:38","31 ene 2025, 12:43",,Press de Hombros (Máquina de Placas),,,0,normal,90.0,,,,
,"31 ene 2025, 11:38","31 ene 2025, 12:43",,Press de Hombros (Máquina de Placas),,,1,normal,90.0,5.0,,,
Hombro,"31 ene 2025, 11:38","31 ene 2025, 12:43",,,,,2,normal,90.0,5.0,,,
Hombro,"31 ene 2025, 11:38","31 ene 2025, 12:43",,Press de Hombros (Máquina de Placas),,,3,normal,90.0,,,,
,"30 ene 2025, 11:22","30 ene 2025, 12:24",,Press de Pantorrilla (Máquina),,,0,normal,180.0,15.0,,,
,"30 ene 2025, 11:22","30 ene 2025, 12:24",,Press de Pantorrilla (Máquina),,,1,normal,180.0,14.0,,,
,"30 ene 2025, 11:22","30 ene 2025, 12:24",,Press de Pantorrilla (Máquina),,,2,normal,180.0,14.0,,,
,"30 ene 2025, 11:22","30 ene 2025, 12:24",,Press de Pantorrilla (Máquina),,,3,normal,180.0,13.0,,,
Piernas,"30 ene 2025, 11:22","30 ene 2025, 12:24",,Extensión de Pierna,,,0,normal,60.0,,,,
Piernas,"30 ene 2025, 11:22","30 ene 2025, 12:24",,Extensión de Pierna,,,1,normal,65.0,,,,
Piernas,"30 ene 2025, 11:22","30 ene 2025, 12:24",,,,,2,normal,35.0,10.0,,,
Piernas,"30 ene 2025, 11:22","30 ene 2025, 12:24",,,,,3,normal,65.0,10.0,,,
Piernas,"30 ene 2025, 11:22","30 ene 2025, 12:24",,,,,4,normal,35.0,10.0,,,
Piernas,"30 ene 2025, 11:22","30 ene 2025, 12:24",,,,,5,normal,65.0,10.0,,,
,"30 ene 2025, 11:22","30 ene 2025, 12:24",,Extensión de Pierna,,,6,normal,35.0,10.0,,,
Piernas,"30 ene 2025, 11:22","30 ene 2025, 12:24",,,,,0,normal,80.0,10.0,,,
,"30 ene 2025, 11:22","30 ene 2025, 12:24",,Sentadilla Hack (Máquina),,,1,normal,80.0,9.0,,,
Piernas,"30 ene 2025, 11:22","30 ene 2025, 12:24",,,,,2,normal,80.0,8.0,,,
Piernas,"30 ene 2025, 11:22","30 ene 2025, 12:24",,,,,3,normal,80.0,8.0,,,
Piernas,"30 ene 2025, 08:47","30 ene 2025, 09:22",,Peso Muerto Piernas Estiradas,,,0,normal,,5.0,,,
Piernas,"30 ene 2025, 08:47","30 ene 2025, 09:22",,Peso Muerto Piernas Estiradas,,,1,normal,110.0,,,,
Piernas,"30 ene 2025, 08:47","30 ene 2025, 09:22",,,,,2,normal,110.0,5.0,,,
Piernas,"30 ene 2025, 08:47","30 ene 2025, 09:22",,Curl de Piernas Acostado (Máquina),,,0,normal,45.0,,,,
Piernas,,"30 ene 2025, 09:22",,Curl de Piernas Acostado (Máquina),,,1,normal,45.0,10.0,,,
Piernas,,"30 ene 2025, 09:22",,Curl de Piernas Acostado (Máquina),,,2,normal,45.0,10.0,,,
Piernas,,"30 ene 2025, 09:22",,Curl de Piernas Acostado (Máquina),,,3,normal,25.0,9.0,,,
Piernas,,"30 ene 2025, 09:22",,Curl de Piernas Acostado (Máquina),,,0,normal,15.0,15.0,,,
Piernas,,"30 ene 2025, 09:22",,Curl de Piernas Acostado (Máquina),,,1,normal,15.0,15.0,,,
Piernas,"30 ene 2025, 08:47","30 ene 2025, 09:22",,Curl de Piernas Acostado (Máquina),,,2,normal,,15.0,,,
Espalda,,"29 ene 2025, 12:16",,Press de Pantorrilla (Máquina),,,0,normal,180.0,15.0,,,
Espalda,"29 ene 2025, 10:49","29 ene 2025, 12:16",,Press de Pantorrilla (Máquina),,,1,normal,,15.0,,,
Espalda,,"29 ene 2025, 12:16",,Press de Pantorrilla (Máquina),,,2,normal,180.0,14.0,,,
Espalda,"29 ene 2025, 10:49","29 ene 2025, 12:16",,Press de Pantorrilla (Máquina),,,3,normal,180.0,,,,
Espalda,,"29 ene 2025, 12:16",,Jalón al Pecho (Máquina),,,0,normal,110.0,12.0,,,
Espalda,,"29 ene 2025, 12:16",,Jalón al Pecho (Máquina),,,1,normal,110.0,12.0,,,
Espalda,,"29 ene 2025, 12:16",,Jalón al Pecho (Máquina),,,2,normal,110.0,10.0,,,
,"29 ene 2025, 10:49","29 ene 2025, 12:16",,Jalón al Pecho (Máquina),,,3,normal,100.0,10.0,,,
Espalda,"29 ene 2025, 10:49","29 ene 2025, 12:16",,Remo Inclinado (Barra),,,0,normal,,7.0,,,
Espalda,,"29 ene 2025, 12:16",,Remo Inclinado (Barra),,,1,normal,80.0,7.0,,,
Espalda,"29 ene 2025, 10:49","29 ene 2025, 12:16",,Remo Inclinado (Barra),,,2,normal,80.0,,,,
Espalda,"29 ene 2025, 10:49","29 ene 2025, 12:16",,Remo Inclinado (Barra),,,3,normal,80.0,,,,
Espalda,"29 ene 2025, 10:49","29 ene 2025, 12:16",,,,,0,normal,36.0,10.0,,,
Espalda,"29 ene 2025, 10:49","29 ene 2025, 12:16",,,,,1,normal,36.0,10.0,,,
Espalda,,"29 ene 2025, 12:16",,Remo con Mancuerna,,,2,normal,36.0,8.0,,,
,"29 ene 2025, 10:49","29 ene 2025, 12:16",,Remo Sentado con Cable,,,0,normal,45.0,10.0,,,
Espalda,"29 ene 2025, 10:49","29 ene 2025, 12:16",,Remo Sentado con Cable,,,1,normal,45.0,,,,
Espalda,"29 ene 2025, 10:49","29 ene 2025, 12:16",,Remo Sentado con Cable,,,2,normal,45.0,,,,
Espalda,"29 ene 2025, 10:49","29 ene 2025, 12:16",,Remo Sentado con Cable,,,3,normal,,9.0,,,
Espalda,"29 ene 2025, 10:49","29 ene 2025, 12:16",,Straight Arm Lat Pulldown (Cable),,,0,normal,25.0,,,,
,"29 ene 2025, 10:49","29 ene 2025, 12:16",,Straight Arm Lat Pulldown (Cable),,,1,normal,25.0,10.0,,,
Espalda,,"29 ene 2025, 12:16",,Straight Arm Lat Pulldown (Cable),,,2,normal,25.0,9.0,,,
Espalda,,"29 ene 2025, 12:16",,Straight Arm Lat Pulldown (Cable),,,3,normal,25.0,8.0,,,
Pectoral,"27 ene 2025, 11:02","27 ene 2025, 12:06",,,,,0,normal,50.0,12.0,,,
Pectoral,"27 ene 2025, 11:02","27 ene 2025, 12:06",,Aperturas (Máquina),,,1,normal,,12.0,,,
,"27 ene 2025, 11:02","27 ene 2025, 12:06",,Aperturas (Máquina),,,2,normal,50.0,10.0,,,
Pectoral,,"27 ene 2025, 12:06",,Aperturas (Máquina),,,3,normal,50.0,10.0,,,
Pectoral,,"27 ene 2025, 12:06",,Press de Banca Inclinado (Mancuerna),,,0,normal,26.0,9.0,,,
Pectoral,"27 ene 2025, 11:02","27 ene 2025, 12:06",,,,,1,normal,26.0,8.0,,,
Pectoral,"27 ene 2025, 11:02","27 ene 2025, 12:06",,Press de Banca Inclinado (Mancuerna),,,2,normal,26.0,,,,
Pectoral,"27 ene 2025, 11:02","27 ene 2025, 12:06",,,,,3,normal,26.0,6.0,,,
,"27 ene 2025, 11:02","27 ene 2025, 12:06",,Press de Pecho Inclinado (Máquina),,Bajar a 50 y abrir codos,0,normal,60.0,8.0,,,
Pectoral,"27 ene 2025, 11:02","27 ene 2025, 12:06",,Press de Pecho Inclinado (Máquina),,Bajar a 50 y abrir codos,1,normal,60.0,,,,
Pectoral,"27 ene 2025, 11:02","27 ene 2025, 12:06",,Press de Pecho Inclinado (Máquina),,Bajar a 50 y abrir codos,2,normal,,7.0,,,
Pectoral,"27 ene 2025, 11:02","27 ene 2025, 12:06",,,,Bajar a 50 y abrir codos,3,normal,40.0,9.0,,,
,"27 ene 2025, 11:02","27 ene 2025, 12:06",,Press de Banca (Máquina Smith),,Pausa abajo,0,normal,50.0,8.0,,,
Pectoral,"27 ene 2025, 11:02","27 ene 2025, 12:06",,,,Pausa abajo,1,normal,50.0,8.0,,,
Pectoral,"27 ene 2025, 11:02","27 ene 2025, 12:06",,Press de Banca (Máquina Smith),,Pausa abajo,2,normal,,7.0,,,
,"27 ene 2025, 11:02","27 ene 2025, 12:06",,Cables Cruzados,,,0,normal,30.0,10.0,,,
Pectoral,"27 ene 2025, 11:02","27 ene 2025, 12:06",,Cables Cruzados,,,1,normal,,9.0,,,
Pectoral,"27 ene 2025, 11:02","27 ene 2025, 12:06",,Cables Cruzados,,,2,normal,,9.0,,,
Pectoral,"27 ene 2025, 11:02","27 ene 2025, 12:06",,Cables Cruzados,,,3,normal,20.0,,,,
Pectoral,,"27 ene 2025, 12:06",,Cables Cruzados,,,4,normal,30.0,9.0,,,
Pectoral,"27 ene 2025, 11:02","27 ene 2025, 12:06",,Cables Cruzados,,,5,normal,,9.0,,,
Hombro,,"24 ene 2025, 11:29",,Elevacion Laterales (Mancuerna),,,0,normal,12.0,10.0,,,
Hombro,"24 ene 2025, 10:20","24 ene 2025, 11:29",,Elevacion Laterales (Mancuerna),,,1,normal,12.0,,,,
,"24 ene 2025, 10:20","24 ene 2025, 11:29",,Elevacion Laterales (Mancuerna),,,2,normal,12.0,10.0,,,
Hombro,"24 ene 2025, 10:20","24 ene 2025, 11:29",,,,,3,normal,12.0,10.0,,,
,"24 ene 2025, 10:20","24 ene 2025, 11:29",,Elevacion Laterales (Cable),,,0,normal,25.0,12.0,,,
,"24 ene 2025, 10:20","24 ene 2025, 11:29",,Elevacion Laterales (Cable),,,1,normal,25.0,12.0,,,
Hombro,"24 ene 2025, 10:20","24 ene 2025, 11:29",,,,,2,normal,25.0,12.0,,,
,"24 ene 2025, 10:20","24 ene 2025, 11:29",,Elevacion Laterales (Cable),,,3,normal,25.0,12.0,,,
Hombro,"24 ene 2025, 10:20","24 ene 2025, 11:29",,Tirón a la Cara,,,0,normal,,15.0,,,
Hombro,,"24 ene 2025, 11:29",,Tirón a la Cara,,,1,normal,45.0,14.0,,,
Hombro,"24 ene 2025, 10:20","24 ene 2025, 11:29",,,,,2,normal,45.0,13.0,,,
Hombro,"24 ene 2025, 10:20","24 ene 2025, 11:29",,Tirón a la Cara,,,3,normal,45.0,,,,
,"24 ene 2025, 10:20","24 ene 2025, 11:29",,Vuelos Posteriores (Máquina),,,0,normal,45.0,8.0,,,
,"24 ene 2025, 10:20","24 ene 2025, 11:29",,Vuelos Posteriores (Máquina),,,1,normal,45.0,10.0,,,
,"24 ene 2025, 10:20","24 ene 2025, 11:29",,Vuelos Posteriores (Máquina),,,2,normal,45.0,9.0,,,
Hombro,"24 ene 2025, 10:20","24 ene 2025, 11:29",,,,,3,normal,45.0,7.0,,,
Hombro,"24 ene 2025, 10:20","24 ene 2025, 11:29",,Shoulder Press (Machine Plates),,,0,normal,,8.0,,,
,"24 ene 2025, 10:20","24 ene 2025, 11:29",,Shoulder Press (Machine Plates),,,1,normal,80.0,8.0,,,
Hombro,"24 ene 2025, 10:20","24 ene 2025, 11:29",,,,,2,normal,80.0,8.0,,,
Hombro,"24 ene 2025, 10:20","24 ene 2025, 11:29",,Shoulder Press (Machine Plates),,,3,normal,,8.0,,,
Piernas,"23 ene 2025, 10:11","23 ene 2025, 12:02",,Press de Pantorrilla (Máquina),,,0,normal,,15.0,,,
,"23 ene 2025, 10:11","23 ene 2025, 12:02",,Press de Pantorrilla (Máquina),,,1,normal,180.0,15.0,,,
,"23 ene 2025, 10:11","23 ene 2025, 12:02",,Press de Pantorrilla (Máquina),,,2,normal,180.0,14.0,,,
,"23 ene 2025, 10:11","23 ene 2025, 12:02",,Press de Pantorrilla (Máquina),,,3,normal,180.0,12.0,,,
Piernas,"23 ene 2025, 10:11","23 ene 2025, 12:02",,Peso Muerto Piernas Estiradas,,,0,normal,110.0,,,,
Piernas,"23 ene 2025, 10:11","23 ene 2025, 12:02",,Peso Muerto Piernas Estiradas,,,1,normal,,6.0,,,
Piernas,"23 ene 2025, 10:11","23 ene 2025, 12:02",,Peso Muerto Piernas Estiradas,,,2,normal,110.0,,,,
,"23 ene 2025, 10:11","23 ene 2025, 12:02",,Curl de Piernas Acostado (Máquina),,,0,normal,45.0,11.0,,,
Piernas,"23 ene 2025, 10:11","23 ene 2025, 12:02",,Curl de Piernas Acostado (Máquina),,,1,normal,45.0,,,,
Piernas,"23 ene 2025, 10:11","23 ene 2025, 12:02",,Curl de Piernas Acostado (Máquina),,,2,normal,45.0,,,,
Piernas,"23 ene 2025, 10:11","23 ene 2025, 12:02",,,,,3,normal,25.0,10.0,,,
,"23 ene 2025, 10:11","23 ene 2025, 12:02",,Curl de Piernas Acostado (Máquina),,,0,normal,15.0,14.0,,,
Piernas,"23 ene 2025, 10:11","23 ene 2025, 12:02",,,,,1,normal,15.0,15.0,,,
Piernas,,"23 ene 2025, 12:02",,Curl de Piernas Acostado (Máquina),,,2,normal,15.0,11.0,,,
Piernas,,"23 ene 2025, 12:02",,Extensión de Pierna,,,0,normal,60.0,15.0,,,
,"23 ene 2025, 10:11","23 ene 2025, 12:02",,Extensión de Pierna,,,1,normal,60.0,15.0,,,
Piernas,"23 ene 2025, 10:11","23 ene 2025, 12:02",,,,,2,normal,30.0,15.0,,,
Piernas,"23 ene 2025, 10:11","23 ene 2025, 12:02",,Extensión de Pierna,,,3,normal,,15.0,,,
Piernas,"23 ene 2025, 10:11","23 ene 2025, 12:02",,,,,4,normal,30.0,15.0,,,
Piernas,"23 ene 2025, 10:11","23 ene 2025, 12:02",,,,,5,normal,60.0,15.0,,,
,"23 ene 2025, 10:11","23 ene 2025, 12:02",,Extensión de Pierna,,,6,normal,30.0,15.0,,,
Piernas,"23 ene 2025, 10:11","23 ene 2025, 12:02",,,,,0,normal,80.0,9.0,,,
Piernas,,"23 ene 2025, 12:02",,Sentadilla Hack (Máquina),,,1,normal,80.0,8.0,,,
Piernas,"23 ene 2025, 10:11","23 ene 2025, 12:02",,,,,2,normal,80.0,7.0,,,
Piernas,"23 ene 2025, 10:11","23 ene 2025, 12:02",,,,,3,normal,80.0,7.0,,,
Piernas,"23 ene 2025, 10:11","23 ene 2025, 12:02",,,,,0,normal,30.0,15.0,,,
Piernas,"23 ene 2025, 10:11","23 ene 2025, 12:02",,Press de Piernas,,,1,normal,,15.0,,,
Piernas,,"23 ene 2025, 12:02",,Press de Piernas,,,2,normal,30.0,13.0,,,
Piernas,"23 ene 2025, 10:11","23 ene 2025, 12:02",,Press de Piernas,,,3,normal,20.0,,,,
Espalda,"21 ene 2025, 11:26","21 ene 2025, 12:45",,Jalón al Pecho (Máquina),,,0,normal,110.0,,,,
Espalda,"21 ene 2025, 11:26","21 ene 2025, 12:45",,Jalón al Pecho (Máquina),,,1,normal,110.0,,,,
,"21 ene 2025, 11:26","21 ene 2025, 12:45",,Jalón al Pecho (Máquina),,,2,normal,110.0,11.0,,,
Espalda,,"21 ene 2025, 12:45",,Jalón al Pecho (Máquina),,,3,normal,100.0,11.0,,,
Espalda,"21 ene 2025, 11:26","21 ene 2025, 12:45",,Remo Inclinado (Barra),,,0,normal,,7.0,,,
,"21 ene 2025, 11:26","21 ene 2025, 12:45",,Remo Inclinado (Barra),,,1,normal,80.0,6.0,,,
,"21 ene 2025, 11:26","21 ene 2025, 12:45",,Remo Inclinado (Barra),,,2,normal,80.0,6.0,,,
Espalda,"21 ene 2025, 11:26","21 ene 2025, 12:45",,,,,3,normal,80.0,6.0,,,
,"21 ene 2025, 11:26","21 ene 2025, 12:45",,Remo con Mancuerna,,,0,normal,36.0,10.0,,,
Espalda,,"21 ene 2025, 12:45",,Remo con Mancuerna,,,1,normal,36.0,9.0,,,
Espalda,"21 ene 2025, 11:26","21 ene 2025, 12:45",,Remo con Mancuerna,,,2,normal,,8.0,,,
Espalda,"21 ene 2025, 11:26","21 ene 2025, 12:45",,Remo Sentado con Cable,,Bajar a 45 y mejorar técnica,0,normal,60.0,,,,
,"21 ene 2025, 11:26","21 ene 2025, 12:45",,Remo Sentado con Cable,,Bajar a 45 y mejorar técnica,1,normal,60.0,8.0,,,
Espalda,,"21 ene 2025, 12:45",,Remo Sentado con Cable,,Bajar a 45 y mejorar técnica,2,normal,60.0,7.0,,,
Espalda,"21 ene 2025, 11:26","21 ene 2025, 12:45",,Remo Sentado con Cable,,Bajar a 45 y mejorar técnica,3,normal,45.0,,,,
Espalda,,"21 ene 2025, 12:45",,Straight Arm Lat Pulldown (Cable),,,0,normal,25.0,8.0,,,
Espalda,"21 ene 2025, 11:26","21 ene 2025, 12:45",,Straight Arm Lat Pulldown (Cable),,,1,normal,,9.0,,,
Espalda,"21 ene 2025, 11:26","21 ene 2025, 12:45",,Straight Arm Lat Pulldown (Cable),,,2,normal,,9.0,,,
,"21 ene 2025, 11:26","21 ene 2025, 12:45",,Straight Arm Lat Pulldown (Cable),,,3,normal,25.0,8.0,,,
,"20 ene 2025, 10:26","20 ene 2025, 11:49",,Abdominal Corto con Cable,,,0,normal,45.0,15.0,,,
Pectoral,"20 ene 2025, 10:26","20 ene 2025, 11:49",,Abdominal Corto con Cable,,,1,normal,,15.0,,,
Pectoral,,"20 ene 2025, 11:49",,Abdominal Corto con Cable,,,2,normal,45.0,15.0,,,
Pectoral,,"20 ene 2025, 11:49",,Abdominal Corto con Cable,,,3,normal,45.0,14.0,,,
Pectoral,,"20 ene 2025, 11:49",,Aperturas (Máquina),,,0,normal,50.0,12.0,,,
Pectoral,,"20 ene 2025, 11:49",,Aperturas (Máquina),,,1,normal,50.0,11.0,,,
Pectoral,,"20 ene 2025, 11:49",,Aperturas (Máquina),,,2,normal,50.0,9.0,,,
,"20 ene 2025, 10:26","20 ene 2025, 11:49",,Aperturas (Máquina),,,3,normal,50.0,9.0,,,
,"20 ene 2025, 10:26","20 ene 2025, 11:49",,Press de Banca Inclinado (Mancuerna),,,0,normal,26.0,8.0,,,
Pectoral,"20 ene 2025, 10:26","20 ene 2025, 11:49",,Press de Banca Inclinado (Mancuerna),,,1,normal,,8.0,,,
Pectoral,"20 ene 2025, 10:26","20 ene 2025, 11:49",,Press de Banca Inclinado (Mancuerna),,,2,normal,,6.0,,,
,"20 ene 2025, 10:26","20 ene 2025, 11:49",,Press de Banca Inclinado (Mancuerna),,,3,normal,26.0,6.0,,,
Pectoral,,"20 ene 2025, 11:49",,Press de Pecho Inclinado (Máquina),,Bajar a 55 y subir tempo,0,normal,60.0,9.0,,,
Pectoral,"20 ene 2025, 10:26","20 ene 2025, 11:49",,,,Bajar a 55 y subir tempo,1,normal,60.0,8.0,,,
Pectoral,"20 ene 2025, 10:26","20 ene 2025, 11:49",,,,Bajar a 55 y subir tempo,2,normal,60.0,6.0,,,
,"20 ene 2025, 10:26","20 ene 2025, 11:49",,Press de Pecho Inclinado (Máquina),,Bajar a 55 y subir tempo,3,normal,60.0,6.0,,,
Pectoral,"20 ene 2025, 10:26","20 ene 2025, 11:49",,Press de Banca (Máquina Smith),,,0,normal,60.0,,,,
,"20 ene 2025, 10:26","20 ene 2025, 11:49",,Press de Banca (Máquina Smith),,,1,normal,60.0,9.0,,,
