title,start_time,end_time,description,exercise_title,superset_id,exercise_notes,set_index,set_type,weight_kg,reps,distance_km,duration_seconds,rpe
,"8 nov 2024, 09:27","8 nov 2024, 10:50",,Triceps Rope Pushdown,,,2,normal,25.0,9.0,,,
Brazos,,"8 nov 2024, 10:50",,Fondo de Tríceps (Con Peso Añadido),,,0,normal,15.0,6.0,,,
,"8 nov 2024, 09:27","8 nov 2024, 10:50",,Fondo de Tríceps (Con Peso Añadido),,,1,normal,15.0,6.0,,,
Brazos,"8 nov 2024, 09:27","8 nov 2024, 10:50",,Fondo de Tríceps (Con Peso Añadido),,,2,normal,,7.0,,,
Brazos,"8 nov 2024, 09:27","8 nov 2024, 10:50",,Extensión de Tríceps (Mancuerna),,,0,normal,28.0,,,,
,"8 nov 2024, 09:27","8 nov 2024, 10:50",,Extensión de Tríceps (Mancuerna),,,1,normal,28.0,15.0,,,
Brazos,"8 nov 2024, 09:27","8 nov 2024, 10:50",,,,,2,normal,28.0,14.0,,,
Brazos,"8 nov 2024, 09:27","8 nov 2024, 10:50",,,,,0,normal,18.0,10.0,,,
Brazos,"8 nov 2024, 09:27","8 nov 2024, 10:50",,,,,1,normal,18.0,9.0,,,
Brazos,"8 nov 2024, 09:27","8 nov 2024, 10:50",,Curl Martillo (Mancuerna),,,2,normal,,8.0,,,
Brazos,"8 nov 2024, 09:27","8 nov 2024, 10:50",,Curl Bayesian,,,0,normal,,12.0,,,
Brazos,"8 nov 2024, 09:27","8 nov 2024, 10:50",,Curl Bayesian,,,1,normal,9.0,,,,
Brazos,"8 nov 2024, 09:27","8 nov 2024, 10:50",,Curl Bayesian,,,2,normal,9.0,,,,
Brazos,"8 nov 2024, 09:27","8 nov 2024, 10:50",,Preacher Curl (Dumbbell),,,0,normal,,10.0,,,
Brazos,"8 nov 2024, 09:27","8 nov 2024, 10:50",,,,,1,normal,10.0,12.0,,,
Brazos,"8 nov 2024, 09:27","8 nov 2024, 10:50",,Curl Invertido (Barra),,,0,normal,14.0,,,,
Brazos,"8 nov 2024, 09:27","8 nov 2024, 10:50",,Curl Invertido (Barra),,,1,normal,14.0,,,,
Brazos,,"8 nov 2024, 10:50",,Curl Invertido (Barra),,,2,normal,14.0,12.0,,,
Brazos,,"8 nov 2024, 10:50",,Antebrazo Supino,,,0,normal,7.0,13.0,,,
Brazos,"8 nov 2024, 09:27","8 nov 2024, 10:50",,,,,1,normal,7.0,13.0,,,
,"8 nov 2024, 09:27","8 nov 2024, 10:50",,Antebrazo Supino,,,2,normal,7.0,12.0,,,
Brazos,"8 nov 2024, 09:27","8 nov 2024, 10:50",,Antebrazo Supino,,,3,normal,,11.0,,,
Brazos,"8 nov 2024, 09:27","8 nov 2024, 10:50",,,,,0,normal,4.0,15.0,,,
,"8 nov 2024, 09:27","8 nov 2024, 10:50",,Antebrazo Prono,,,1,normal,4.0,15.0,,,
Brazos,"8 nov 2024, 09:27","8 nov 2024, 10:50",,,,,2,normal,4.0,15.0,,,
Brazos,"8 nov 2024, 09:27","8 nov 2024, 10:50",,,,,3,normal,4.0,15.0,,,
Hombro,"7 nov 2024, 11:19","7 nov 2024, 12:26",,Elevacion Laterales (Mancuerna),,,0,normal,16.0,,,,
Hombro,"7 nov 2024, 11:19","7 nov 2024, 12:26",,Elevacion Laterales (Mancuerna),,,1,normal,,10.0,,,
Hombro,"7 nov 2024, 11:19","7 nov 2024, 12:26",,Elevacion Laterales (Mancuerna),,,2,normal,,10.0,,,
Hombro,"7 nov 2024, 11:19","7 nov 2024, 12:26",,Elevacion Laterales (Mancuerna),,,3,normal,,8.0,,,
Hombro,"7 nov 2024, 11:19","7 nov 2024, 12:26",,,,,0,normal,25.0,12.0,,,
Hombro,"7 nov 2024, 11:19","7 nov 2024, 12:26",,Elevacion Laterales (Cable),,,1,normal,,12.0,,,
Hombro,,"7 nov 2024, 12:26",,Elevacion Laterales (Cable),,,2,normal,25.0,12.0,,,
Hombro,,"7 nov 2024, 12:26",,Elevacion Laterales (Cable),,,3,normal,25.0,10.0,,,
Hombro,"7 nov 2024, 11:19","7 nov 2024, 12:26",,Tirón a la Cara,,,0,normal,,15.0,,,
Hombro,"7 nov 2024, 11:19","7 nov 2024, 12:26",,Tirón a la Cara,,,1,normal,,15.0,,,
Hombro,"7 nov 2024, 11:19","7 nov 2024, 12:26",,Tirón a la Cara,,,2,normal,,12.0,,,
Hombro,"7 nov 2024, 11:19","7 nov 2024, 12:26",,,,,3,normal,40.0,12.0,,,
Hombro,"7 nov 2024, 11:19","7 nov 2024, 12:26",,Vuelos Posteriores (Máquina),,,0,normal,,12.0,,,
Hombro,"7 nov 2024, 11:19","7 nov 2024, 12:26",,,,,1,normal,40.0,12.0,,,
,"7 nov 2024, 11:19","7 nov 2024, 12:26",,Vuelos Posteriores (Máquina),,,2,normal,40.0,12.0,,,
Hombro,"7 nov 2024, 11:19","7 nov 2024, 12:26",,,,,3,normal,40.0,11.0,,,
Hombro,"7 nov 2024, 11:19","7 nov 2024, 12:26",,Shoulder Press (Machine Plates),,,0,normal,70.0,,,,
Hombro,"7 nov 2024, 11:19","7 nov 2024, 12:26",,,,,1,normal,70.0,6.0,,,
,"7 nov 2024, 11:19","7 nov 2024, 12:26",,Shoulder Press (Machine Plates),,,2,normal,70.0,7.0,,,
,"7 nov 2024, 11:19","7 nov 2024, 12:26",,Shoulder Press (Machine Plates),,,3,normal,70.0,6.0,,,
Espalda,"6 nov 2024, 10:48","6 nov 2024, 12:15",,Press de Pantorrilla (Máquina),,,0,normal,170.0,,,,
,"6 nov 2024, 10:48","6 nov 2024, 12:15",,Press de Pantorrilla (Máquina),,,1,normal,170.0,15.0,,,
Espalda,"6 nov 2024, 10:48","6 nov 2024, 12:15",,,,,2,normal,170.0,14.0,,,
,"6 nov 2024, 10:48","6 nov 2024, 12:15",,Press de Pantorrilla (Máquina),,,3,normal,170.0,14.0,,,
Espalda,"6 nov 2024, 10:48","6 nov 2024, 12:15",,Jalón al Pecho (Máquina),,,0,normal,100.0,,,,
Espalda,,"6 nov 2024, 12:15",,Jalón al Pecho (Máquina),,,1,normal,100.0,9.0,,,
Espalda,"6 nov 2024, 10:48","6 nov 2024, 12:15",,Jalón al Pecho (Máquina),,,2,normal,100.0,,,,
Espalda,"6 nov 2024, 10:48","6 nov 2024, 12:15",,,,,3,normal,100.0,7.0,,,
Espalda,"6 nov 2024, 10:48","6 nov 2024, 12:15",,Remo Inclinado (Barra),,,0,normal,74.0,,,,
Espalda,"6 nov 2024, 10:48","6 nov 2024, 12:15",,Remo Inclinado (Barra),,,1,normal,80.0,,,,
Espalda,"6 nov 2024, 10:48","6 nov 2024, 12:15",,Remo Inclinado (Barra),,,2,normal,,6.0,,,
Espalda,"6 nov 2024, 10:48","6 nov 2024, 12:15",,Remo Inclinado (Barra),,,3,normal,,5.0,,,
Espalda,,"6 nov 2024, 12:15",,Remo con Mancuerna,,,0,normal,38.0,8.0,,,
,"6 nov 2024, 10:48","6 nov 2024, 12:15",,Remo con Mancuerna,,,1,normal,38.0,8.0,,,
,"6 nov 2024, 10:48","6 nov 2024, 12:15",,Remo con Mancuerna,,,2,normal,38.0,7.0,,,
Espalda,"6 nov 2024, 10:48","6 nov 2024, 12:15",,,,,0,normal,55.0,10.0,,,
Espalda,"6 nov 2024, 10:48","6 nov 2024, 12:15",,Remo Sentado con Cable,,,1,normal,55.0,,,,
Espalda,,"6 nov 2024, 12:15",,Remo Sentado con Cable,,,2,normal,55.0,10.0,,,
Espalda,"6 nov 2024, 10:48","6 nov 2024, 12:15",,Remo Sentado con Cable,,,3,normal,,9.0,,,
,"6 nov 2024, 10:48","6 nov 2024, 12:15",,Straight Arm Lat Pulldown (Cable),,,0,normal,20.0,12.0,,,
Espalda,,"6 nov 2024, 12:15",,Straight Arm Lat Pulldown (Cable),,,1,normal,20.0,12.0,,,
Espalda,"6 nov 2024, 10:48","6 nov 2024, 12:15",,Straight Arm Lat Pulldown (Cable),,,2,normal,,12.0,,,
,"6 nov 2024, 10:48","6 nov 2024, 12:15",,Straight Arm Lat Pulldown (Cable),,,3,normal,20.0,12.0,,,
,"5 nov 2024, 08:37","5 nov 2024, 09:58",,Abdominal Corto con Cable,,,0,normal,40.0,15.0,,,
Pectoral,"5 nov 2024, 08:37","5 nov 2024, 09:58",,Abdominal Corto con Cable,,,1,normal,40.0,,,,
Pectoral,"5 nov 2024, 08:37","5 nov 2024, 09:58",,,,,2,normal,40.0,15.0,,,
Pectoral,,"5 nov 2024, 09:58",,Abdominal Corto con Cable,,,3,normal,40.0,15.0,,,
Pectoral,,"5 nov 2024, 09:58",,Aperturas (Máquina),,,0,normal,50.0,12.0,,,
Pectoral,,"5 nov 2024, 09:58",,Aperturas (Máquina),,,1,normal,50.0,9.0,,,
Pectoral,,"5 nov 2024, 09:58",,Aperturas (Máquina),,,2,normal,50.0,8.0,,,
Pectoral,,"5 nov 2024, 09:58",,Aperturas (Máquina),,,3,normal,50.0,7.0,,,
Pectoral,"5 nov 2024, 08:37","5 nov 2024, 09:58",,Press de Banca Inclinado (Mancuerna),,26deg,0,normal,24.0,,,,
Pectoral,"5 nov 2024, 08:37","5 nov 2024, 09:58",,,,26deg,1,normal,24.0,10.0,,,
Pectoral,"5 nov 2024, 08:37","5 nov 2024, 09:58",,Press de Banca Inclinado (Mancuerna),,26deg,2,normal,,9.0,,,
Pectoral,"5 nov 2024, 08:37","5 nov 2024, 09:58",,Press de Banca Inclinado (Mancuerna),,26deg,3,normal,24.0,,,,
Pectoral,"5 nov 2024, 08:37","5 nov 2024, 09:58",,Press de Pecho Inclinado (Máquina),,,0,normal,,12.0,,,
,"5 nov 2024, 08:37","5 nov 2024, 09:58",,Press de Pecho Inclinado (Máquina),,,1,normal,50.0,9.0,,,
Pectoral,"5 nov 2024, 08:37","5 nov 2024, 09:58",,,,,2,normal,50.0,8.0,,,
Pectoral,,"5 nov 2024, 09:58",,Press de Pecho Inclinado (Máquina),,,3,normal,50.0,8.0,,,
,"5 nov 2024, 08:37","5 nov 2024, 09:58",,Press de Banca (Máquina Smith),,,0,normal,60.0,9.0,,,
Pectoral,,"5 nov 2024, 09:58",,Press de Banca (Máquina Smith),,,1,normal,60.0,7.0,,,
Pectoral,,"5 nov 2024, 09:58",,Press de Banca (Máquina Smith),,,2,normal,60.0,7.0,,,
Pectoral,"5 nov 2024, 08:37","5 nov 2024, 09:58",,,,,0,normal,40.0,8.0,,,
Pectoral,"5 nov 2024, 08:37","5 nov 2024, 09:58",,Cables Cruzados,,,1,normal,25.0,,,,
,"5 nov 2024, 08:37","5 nov 2024, 09:58",,Cables Cruzados,,,2,normal,40.0,8.0,,,
Pectoral,,"5 nov 2024, 09:58",,Cables Cruzados,,,3,normal,25.0,8.0,,,
Pectoral,"5 nov 2024, 08:37","5 nov 2024, 09:58",,Cables Cruzados,,,4,normal,,8.0,,,
Pectoral,"5 nov 2024, 08:37","5 nov 2024, 09:58",,,,,5,normal,25.0,7.0,,,
Piernas,"4 nov 2024, 10:07","4 nov 2024, 11:28",,Press de Pantorrilla (Máquina),,,0,normal,170.0,,,,
Piernas,"4 nov 2024, 10:07","4 nov 2024, 11:28",,Press de Pantorrilla (Máquina),,,1,normal,,15.0,,,
Piernas,"4 nov 2024, 10:07","4 nov 2024, 11:28",,,,,2,normal,170.0,14.0,,,
Piernas,,"4 nov 2024, 11:28",,Press de Pantorrilla (Máquina),,,3,normal,170.0,11.0,,,
Piernas,"4 nov 2024, 10:07","4 nov 2024, 11:28",,,,,0,normal,105.0,8.0,,,
Piernas,"4 nov 2024, 10:07","4 nov 2024, 11:28",,Peso Muerto Piernas Estiradas,,,1,normal,105.0,,,,
Piernas,"4 nov 2024, 10:07","4 nov 2024, 11:28",,,,,2,normal,105.0,6.0,,,
,"4 nov 2024, 10:07","4 nov 2024, 11:28",,Curl de Piernas Acostado (Máquina),,,0,normal,40.0,12.0,,,
Piernas,,"4 nov 2024, 11:28",,Curl de Piernas Acostado (Máquina),,,1,normal,40.0,12.0,,,
,"4 nov 2024, 10:07","4 nov 2024, 11:28",,Curl de Piernas Acostado (Máquina),,,2,normal,40.0,9.0,,,
Piernas,"4 nov 2024, 10:07","4 nov 2024, 11:28",,Curl de Piernas Acostado (Máquina),,,3,normal,,10.0,,,
Piernas,,"4 nov 2024, 11:28",,Curl de Piernas Acostado (Máquina),,,0,normal,15.0,13.0,,,
Piernas,,"4 nov 2024, 11:28",,Curl de Piernas Acostado (Máquina),,,1,normal,15.0,9.0,,,
Piernas,"4 nov 2024, 10:07","4 nov 2024, 11:28",,,,,2,normal,15.0,8.0,,,
Piernas,,"4 nov 2024, 11:28",,Extensión de Pierna,,,0,normal,55.0,15.0,,,
Piernas,,"4 nov 2024, 11:28",,Extensión de Pierna,,,1,normal,55.0,15.0,,,
Piernas,"4 nov 2024, 10:07","4 nov 2024, 11:28",,Extensión de Pierna,,,2,normal,30.0,,,,
Piernas,,"4 nov 2024, 11:28",,Extensión de Pierna,,,3,normal,55.0,12.0,,,
,"4 nov 2024, 10:07","4 nov 2024, 11:28",,Extensión de Pierna,,,4,normal,30.0,7.0,,,
Piernas,"4 nov 2024, 10:07","4 nov 2024, 11:28",,Extensión de Pierna,,,5,normal,55.0,,,,
Piernas,"4 nov 2024, 10:07","4 nov 2024, 11:28",,Extensión de Pierna,,,6,normal,,7.0,,,
Brazos,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Abdominal Corto con Cable,,,0,normal,,15.0,,,
,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Abdominal Corto con Cable,,,1,normal,40.0,15.0,,,
,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Abdominal Corto con Cable,,,2,normal,40.0,13.0,,,
Brazos,"1 nov 2024, 11:09","1 nov 2024, 12:35",,,,,3,normal,40.0,12.0,,,
Brazos,"1 nov 2024, 11:09","1 nov 2024, 12:35",,,,,0,normal,20.0,12.0,,,
,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Triceps Rope Pushdown,,,1,normal,20.0,12.0,,,
Brazos,,"1 nov 2024, 12:35",,Triceps Rope Pushdown,,,2,normal,20.0,12.0,,,
,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Fondo de Tríceps (Con Peso Añadido),,,0,normal,,8.0,,,
Brazos,"1 nov 2024, 11:09","1 nov 2024, 12:35",,,,,1,normal,,8.0,,,
,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Fondo de Tríceps (Con Peso Añadido),,,2,normal,,8.0,,,
,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Extensión de Tríceps (Mancuerna),,,0,normal,28.0,15.0,,,
Brazos,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Extensión de Tríceps (Mancuerna),,,1,normal,,14.0,,,
Brazos,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Extensión de Tríceps (Mancuerna),,,2,normal,28.0,,,,
Brazos,,"1 nov 2024, 12:35",,Curl Martillo (Mancuerna),,,0,normal,16.0,10.0,,,
Brazos,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Curl Martillo (Mancuerna),,,1,normal,16.0,,,,
Brazos,"1 nov 2024, 11:09","1 nov 2024, 12:35",,,,,2,normal,16.0,10.0,,,
Brazos,,"1 nov 2024, 12:35",,Curl Bayesian,,32deg,0,normal,9.0,12.0,,,
,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Curl Bayesian,,32deg,1,normal,9.0,12.0,,,
Brazos,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Curl Bayesian,,32deg,2,normal,9.0,,,,
,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Preacher Curl (Dumbbell),,,0,normal,10.0,9.0,,,
,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Preacher Curl (Dumbbell),,,1,normal,10.0,9.0,,,
,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Curl Invertido (Barra),,,0,normal,10.0,15.0,,,
Brazos,,"1 nov 2024, 12:35",,Curl Invertido (Barra),,,1,normal,10.0,15.0,,,
Brazos,,"1 nov 2024, 12:35",,Curl Invertido (Barra),,,2,normal,10.0,15.0,,,
Brazos,"1 nov 2024, 11:09","1 nov 2024, 12:35",,,,,0,normal,15.0,15.0,,,
Brazos,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Antebrazo Supino,,,1,normal,20.0,,,,
Brazos,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Antebrazo Supino,,,2,normal,,13.0,,,
,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Antebrazo Supino,,,3,normal,20.0,13.0,,,
,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Antebrazo Prono,,,0,normal,4.0,12.0,,,
Brazos,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Antebrazo Prono,,,1,normal,,10.0,,,
Brazos,"1 nov 2024, 11:09","1 nov 2024, 12:35",,,,,2,normal,4.0,10.0,,,
Brazos,"1 nov 2024, 11:09","1 nov 2024, 12:35",,Antebrazo Prono,,,3,normal,4.0,,,,
Hombro,"31 oct 2024, 15:40","31 oct 2024, 16:52",,Abdominal Corto con Cable,,,0,normal,,15.0,,,
Hombro,,"31 oct 2024, 16:52",,Abdominal Corto con Cable,,,1,normal,40.0,15.0,,,
Hombro,"31 oct 2024, 15:40","31 oct 2024, 16:52",,,,,2,normal,40.0,15.0,,,
Hombro,"31 oct 2024, 15:40","31 oct 2024, 16:52",,Abdominal Corto con Cable,,,3,normal,40.0,,,,
Hombro,"31 oct 2024, 15:40","31 oct 2024, 16:52",,,,,0,normal,16.0,10.0,,,
Hombro,"31 oct 2024, 15:40","31 oct 2024, 16:52",,,,,1,normal,16.0,10.0,,,
Hombro,,"31 oct 2024, 16:52",,Elevacion Laterales (Mancuerna),,,2,normal,16.0,8.0,,,
Hombro,"31 oct 2024, 15:40","31 oct 2024, 16:52",,,,,3,normal,16.0,8.0,,,
Hombro,"31 oct 2024, 15:40","31 oct 2024, 16:52",,Elevacion Laterales (Cable),,,0,normal,,12.0,,,
Hombro,"31 oct 2024, 15:40","31 oct 2024, 16:52",,Elevacion Laterales (Cable),,,1,normal,25.0,,,,
Hombro,,"31 oct 2024, 16:52",,Elevacion Laterales (Cable),,,2,normal,25.0,11.0,,,
,"31 oct 2024, 15:40","31 oct 2024, 16:52",,Elevacion Laterales (Cable),,,3,normal,25.0,10.0,,,
Hombro,,"31 oct 2024, 16:52",,Tirón a la Cara,,,0,normal,40.0,10.0,,,
,"31 oct 2024, 15:40","31 oct 2024, 16:52",,Tirón a la Cara,,,1,normal,40.0,12.0,,,
Hombro,"31 oct 2024, 15:40","31 oct 2024, 16:52",,,,,2,normal,40.0,12.0,,,
Hombro,"31 oct 2024, 15:40","31 oct 2024, 16:52",,Tirón a la Cara,,,3,normal,,11.0,,,
Hombro,"31 oct 2024, 15:40","31 oct 2024, 16:52",,Vuelos Posteriores (Máquina),,,0,normal,,12.0,,,
Hombro,,"31 oct 2024, 16:52",,Vuelos Posteriores (Máquina),,,1,normal,40.0,11.0,,,
Hombro,"31 oct 2024, 15:40","31 oct 2024, 16:52",,Vuelos Posteriores (Máquina),,,2,normal,40.0,,,,
Hombro,"31 oct 2024, 15:40","31 oct 2024, 16:52",,Vuelos Posteriores (Máquina),,,3,normal,,11.0,,,
Hombro,"31 oct 2024, 15:40","31 oct 2024, 16:52",,,,,0,normal,60.0,8.0,,,
,"31 oct 2024, 15:40","31 oct 2024, 16:52",,Shoulder Press (Machine Plates),,,1,normal,60.0,8.0,,,
Hombro,,"31 oct 2024, 16:52",,Shoulder Press (Machine Plates),,,2,normal,60.0,8.0,,,
Hombro,"31 oct 2024, 15:40","31 oct 2024, 16:52",,Shoulder Press (Machine Plates),,,3,normal,,8.0,,,
Espalda,,"30 oct 2024, 11:32",,Press de Pantorrilla (Máquina),,,0,normal,170.0,15.0,,,
,"30 oct 2024, 10:16","30 oct 2024, 11:32",,Press de Pantorrilla (Máquina),,,1,normal,170.0,15.0,,,
Espalda,"30 oct 2024, 10:16","30 oct 2024, 11:32",,Press de Pantorrilla (Máquina),,,2,normal,,14.0,,,
Espalda,,"30 oct 2024, 11:32",,Press de Pantorrilla (Máquina),,,3,normal,170.0,14.0,,,
Espalda,,"30 oct 2024, 11:32",,Jalón al Pecho (Máquina),,,0,normal,80.0,12.0,,,
,"30 oct 2024, 10:16","30 oct 2024, 11:32",,Jalón al Pecho (Máquina),,,1,normal,80.0,12.0,,,
Espalda,"30 oct 2024, 10:16","30 oct 2024, 11:32",,Jalón al Pecho (Máquina),,,2,normal,80.0,,,,
Espalda,"30 oct 2024, 10:16","30 oct 2024, 11:32",,Jalón al Pecho (Máquina),,,3,normal,,12.0,,,
Espalda,"30 oct 2024, 10:16","30 oct 2024, 11:32",,,,,0,normal,74.0,8.0,,,
Espalda,"30 oct 2024, 10:16","30 oct 2024, 11:32",,Remo Inclinado (Barra),,,1,normal,,8.0,,,
Espalda,,"30 oct 2024, 11:32",,Remo Inclinado (Barra),,,2,normal,74.0,8.0,,,
Espalda,"30 oct 2024, 10:16","30 oct 2024, 11:32",,,,,3,normal,74.0,8.0,,,
Espalda,"30 oct 2024, 10:16","30 oct 2024, 11:32",,Remo con Mancuerna,,,0,normal,38.0,,,,
Espalda,,"30 oct 2024, 11:32",,Remo con Mancuerna,,,1,normal,30.0,9.0,,,
Espalda,"30 oct 2024, 10:16","30 oct 2024, 11:32",,Remo con Mancuerna,,,2,normal,,7.0,,,
Espalda,"30 oct 2024, 10:16","30 oct 2024, 11:32",,Remo Sentado con Cable,,,0,normal,,10.0,,,
,"30 oct 2024, 10:16","30 oct 2024, 11:32",,Remo Sentado con Cable,,,1,normal,55.0,10.0,,,
Espalda,"30 oct 2024, 10:16","30 oct 2024, 11:32",,,,,2,normal,55.0,8.0,,,
Espalda,"30 oct 2024, 10:16","30 oct 2024, 11:32",,,,,3,normal,55.0,8.0,,,
Espalda,"30 oct 2024, 10:16","30 oct 2024, 11:32",,,,,0,normal,20.0,12.0,,,
Espalda,,"30 oct 2024, 11:32",,Straight Arm Lat Pulldown (Cable),,,1,normal,20.0,12.0,,,
Espalda,"30 oct 2024, 10:16","30 oct 2024, 11:32",,Straight Arm Lat Pulldown (Cable),,,2,normal,20.0,,,,
Espalda,,"30 oct 2024, 11:32",,Straight Arm Lat Pulldown (Cable),,,3,normal,20.0,10.0,,,
Pectoral,"29 oct 2024, 15:39","29 oct 2024, 17:08",,Abdominal Corto con Cable,,R15,0,normal,,15.0,,,
,"29 oct 2024, 15:39","29 oct 2024, 17:08",,Abdominal Corto con Cable,,R15,1,normal,40.0,15.0,,,
Pectoral,,"29 oct 2024, 17:08",,Abdominal Corto con Cable,,R15,2,normal,40.0,13.0,,,
Pectoral,"29 oct 2024, 15:39","29 oct 2024, 17:08",,,,R15,3,normal,40.0,12.0,,,
Pectoral,,"29 oct 2024, 17:08",,Aperturas (Máquina),,R12,0,normal,50.0,10.0,,,
Pectoral,,"29 oct 2024, 17:08",,Aperturas (Máquina),,R12,1,normal,50.0,10.0,,,
Pectoral,,"29 oct 2024, 17:08",,Aperturas (Máquina),,R12,2,normal,50.0,9.0,,,
Pectoral,,"29 oct 2024, 17:08",,Aperturas (Máquina),,R12,3,normal,40.0,12.0,,,
Pectoral,"29 oct 2024, 15:39","29 oct 2024, 17:08",,Press de Banca Inclinado (Mancuerna),,R10 26deg,0,normal,24.0,,,,
,"29 oct 2024, 15:39","29 oct 2024, 17:08",,Press de Banca Inclinado (Mancuerna),,R10 26deg,1,normal,24.0,9.0,,,
Pectoral,"29 oct 2024, 15:39","29 oct 2024, 17:08",,Press de Banca Inclinado (Mancuerna),,R10 26deg,2,normal,24.0,,,,
Pectoral,,"29 oct 2024, 17:08",,Press de Banca Inclinado (Mancuerna),,R10 26deg,3,normal,24.0,9.0,,,
Pectoral,,"29 oct 2024, 17:08",,Press de Pecho Inclinado (Máquina),,,0,normal,50.0,10.0,,,
,"29 oct 2024, 15:39","29 oct 2024, 17:08",,Press de Pecho Inclinado (Máquina),,,1,normal,50.0,7.0,,,
Pectoral,,"29 oct 2024, 17:08",,Press de Pecho Inclinado (Máquina),,,2,normal,50.0,9.0,,,
Pectoral,"29 oct 2024, 15:39","29 oct 2024, 17:08",,Press de Pecho Inclinado (Máquina),,,3,normal,,8.0,,,
Pectoral,"29 oct 2024, 15:39","29 oct 2024, 17:08",,Press de Banca (Máquina Smith),,,0,normal,,8.0,,,
,"29 oct 2024, 15:39","29 oct 2024, 17:08",,Press de Banca (Máquina Smith),,,1,normal,60.0,7.0,,,
Pectoral,,"29 oct 2024, 17:08",,Press de Banca (Máquina Smith),,,2,normal,60.0,8.0,,,
Pectoral,,"29 oct 2024, 17:08",,Cables Cruzados,,R10,0,normal,40.0,10.0,,,
Pectoral,"29 oct 2024, 15:39","29 oct 2024, 17:08",,,,R10,1,normal,25.0,10.0,,,
Pectoral,"29 oct 2024, 15:39","29 oct 2024, 17:08",,Cables Cruzados,,R10,2,normal,,7.0,,,
Pectoral,"29 oct 2024, 15:39","29 oct 2024, 17:08",,Cables Cruzados,,R10,3,normal,25.0,,,,
Pectoral,"29 oct 2024, 15:39","29 oct 2024, 17:08",,Cables Cruzados,,R10,4,normal,40.0,,,,
Pectoral,"29 oct 2024, 15:39","29 oct 2024, 17:08",,,,R10,5,normal,25.0,6.0,,,
Piernas,,"28 oct 2024, 17:25",,Press de Pantorrilla (Máquina),,R15,0,normal,170.0,15.0,,,
Piernas,,"28 oct 2024, 17:25",,Press de Pantorrilla (Máquina),,R15,1,normal,170.0,15.0,,,
Piernas,"28 oct 2024, 15:57","28 oct 2024, 17:25",,,,R15,2,normal,170.0,13.0,,,
Piernas,,"28 oct 2024, 17:25",,Press de Pantorrilla (Máquina),,R15,3,normal,170.0,10.0,,,
Piernas,"28 oct 2024, 15:57","28 oct 2024, 17:25",,Peso Muerto Piernas Estiradas,,R8,0,normal,,5.0,,,
Piernas,"28 oct 2024, 15:57","28 oct 2024, 17:25",,Peso Muerto Piernas Estiradas,,R8,1,normal,,6.0,,,
Piernas,"28 oct 2024, 15:57","28 oct 2024, 17:25",,Peso Muerto Piernas Estiradas,,R8,2,normal,,5.0,,,
,"28 oct 2024, 15:57","28 oct 2024, 17:25",,Curl de Piernas Acostado (Máquina),,,0,normal,40.0,12.0,,,
Piernas,"28 oct 2024, 15:57","28 oct 2024, 17:25",,,,,1,normal,40.0,10.0,,,
Piernas,"28 oct 2024, 15:57","28 oct 2024, 17:25",,Curl de Piernas Acostado (Máquina),,,2,normal,40.0,,,,
Piernas,,"28 oct 2024, 17:25",,Curl de Piernas Acostado (Máquina),,,3,normal,25.0,7.0,,,
Piernas,,"28 oct 2024, 17:25",,Curl de Piernas Acostado (Máquina),,,0,normal,15.0,12.0,,,
,"28 oct 2024, 15:57","28 oct 2024, 17:25",,Curl de Piernas Acostado (Máquina),,,1,normal,15.0,8.0,,,
Piernas,"28 oct 2024, 15:57","28 oct 2024, 17:25",,,,,2,normal,15.0,8.0,,,
,"28 oct 2024, 15:57","28 oct 2024, 17:25",,Extensión de Pierna,,R15,0,normal,55.0,15.0,,,
Piernas,,"28 oct 2024, 17:25",,Extensión de Pierna,,R15,1,normal,55.0,15.0,,,
,"28 oct 2024, 15:57","28 oct 2024, 17:25",,Extensión de Pierna,,R15,2,normal,30.0,15.0,,,
Piernas,,"28 oct 2024, 17:25",,Extensión de Pierna,,R15,3,normal,55.0,10.0,,,
,"28 oct 2024, 15:57","28 oct 2024, 17:25",,Extensión de Pierna,,R15,4,normal,30.0,10.0,,,
Piernas,"28 oct 2024, 15:57","28 oct 2024, 17:25",,Extensión de Pierna,,R15,5,normal,,10.0,,,
